e11,e22,e33,acc_strain0,acc_strain1,acc_strain2,acc_strain3,acc_strain4,acc_strain5,acc_strain6,acc_strain7,acc_strain8,acc_strain9,acc_strain10,acc_strain11,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.000420501,-0.000420501,0.0010001,1.56166e-08,1.56166e-08,0,1.56166e-08,1.56166e-08,0,1.56166e-08,1.56166e-08,0,1.56166e-08,1.56166e-08,0
-0.000887753,-0.000887753,0.002,0.000180384,0.000180384,0,0.000180384,0.000180384,0,0.000180384,0.000180384,0,0.000180384,0.000180384,0
-0.00138733,-0.00138733,0.0030001,0.000484895,0.000484895,0,0.000484895,0.000484895,0,0.000484895,0.000484895,0,0.000484895,0.000484895,0
-0.00188686,-0.00188686,0.0040001,0.000789391,0.000789391,0,0.000789391,0.000789391,0,0.000789391,0.000789391,0,0.000789391,0.000789391,0
-0.00238634,-0.00238634,0.005,0.00109387,0.00109387,0,0.00109387,0.00109387,0,0.00109387,0.00109387,0,0.00109387,0.00109387,0
-0.00288587,-0.00288587,0.006,0.00139839,0.00139839,0,0.00139839,0.00139839,0,0.00139839,0.00139839,0,0.00139839,0.00139839,0
-0.00338541,-0.00338541,0.007,0.00170292,0.00170292,0,0.00170292,0.00170292,0,0.00170292,0.00170292,0,0.00170292,0.00170292,0
-0.00388495,-0.00388495,0.008,0.00200746,0.00200746,0,0.00200746,0.00200746,0,0.00200746,0.00200746,0,0.00200746,0.00200746,0
-0.00438449,-0.00438449,0.009,0.00231201,0.00231201,0,0.00231201,0.00231201,0,0.00231201,0.00231201,0,0.00231201,0.00231201,0
-0.00488408,-0.00488408,0.0100001,0.00261661,0.00261661,0,0.00261661,0.00261661,0,0.00261661,0.00261661,0,0.00261661,0.00261661,0
-0.00538363,-0.00538363,0.0110001,0.00292118,0.00292118,0,0.00292118,0.00292118,0,0.00292118,0.00292118,0,0.00292118,0.00292118,0
-0.00588318,-0.00588318,0.0120001,0.00322577,0.00322577,0,0.00322577,0.00322577,0,0.00322577,0.00322577,0,0.00322577,0.00322577,0
-0.00638274,-0.00638274,0.0130001,0.00353037,0.00353037,0,0.00353037,0.00353037,0,0.00353037,0.00353037,0,0.00353037,0.00353037,0
-0.00688229,-0.00688229,0.0140001,0.00383497,0.00383497,0,0.00383497,0.00383497,0,0.00383497,0.00383497,0,0.00383497,0.00383497,0
-0.00738185,-0.00738185,0.0150001,0.00413959,0.00413959,0,0.00413959,0.00413959,0,0.00413959,0.00413959,0,0.00413959,0.00413959,0
