e11,e22,e33,vel0,vel1,vel2,vel3,vel4,vel5,vel6,vel7,vel8,vel9,vel10,vel11,
-0.0592722,-0.0592722,0.119,,8.82164e-05,8.82164e-05,2.16017e-211,8.82164e-05,8.82164e-05,2.16017e-211,8.82164e-05,8.82164e-05,2.16017e-211,8.82164e-05,8.82164e-05,2.16017e-211
-0.0597722,-0.0597722,0.12,,8.82156e-05,8.82156e-05,2.16016e-211,8.82156e-05,8.82156e-05,2.16016e-211,8.82156e-05,8.82156e-05,2.16016e-211,8.82156e-05,8.82156e-05,2.16016e-211
-0.0602722,-0.0602722,0.121,,8.82148e-05,8.82148e-05,2.16015e-211,8.82148e-05,8.82148e-05,2.16015e-211,8.82148e-05,8.82148e-05,2.16015e-211,8.82148e-05,8.82148e-05,2.16015e-211
-0.0607722,-0.0607722,0.122,,8.82141e-05,8.82141e-05,2.16014e-211,8.82141e-05,8.82141e-05,2.16014e-211,8.82141e-05,8.82141e-05,2.16014e-211,8.82141e-05,8.82141e-05,2.16014e-211
-0.0612722,-0.0612722,0.123,,8.82135e-05,8.82135e-05,2.16013e-211,8.82135e-05,8.82135e-05,2.16013e-211,8.82135e-05,8.82135e-05,2.16013e-211,8.82135e-05,8.82135e-05,2.16013e-211
-0.0617722,-0.0617722,0.124,,8.82129e-05,8.82129e-05,2.16012e-211,8.82129e-05,8.82129e-05,2.16012e-211,8.82129e-05,8.82129e-05,2.16012e-211,8.82129e-05,8.82129e-05,2.16012e-211
-0.0622722,-0.0622722,0.125,,8.82123e-05,8.82124e-05,2.16011e-211,8.82123e-05,8.82124e-05,2.16011e-211,8.82123e-05,8.82124e-05,2.16011e-211,8.82123e-05,8.82124e-05,2.16011e-211
-0.0627722,-0.0627722,0.126,,8.82119e-05,8.82119e-05,2.1601e-211,8.82119e-05,8.82119e-05,2.1601e-211,8.82119e-05,8.82119e-05,2.1601e-211,8.82119e-05,8.82119e-05,2.1601e-211
-0.0632722,-0.0632722,0.127,,8.82113e-05,8.82115e-05,2.1601e-211,8.82113e-05,8.82115e-05,2.1601e-211,8.82113e-05,8.82115e-05,2.1601e-211,8.82113e-05,8.82115e-05,2.1601e-211
-0.0637722,-0.0637722,0.128,,8.8211e-05,8.8211e-05,2.16009e-211,8.8211e-05,8.8211e-05,2.16009e-211,8.8211e-05,8.8211e-05,2.16009e-211,8.8211e-05,8.8211e-05,2.16009e-211
-0.0642722,-0.0642722,0.129,,8.82106e-05,8.82106e-05,2.16009e-211,8.82106e-05,8.82106e-05,2.16009e-211,8.82106e-05,8.82106e-05,2.16009e-211,8.82106e-05,8.82106e-05,2.16009e-211
-0.0647722,-0.0647722,0.13,,8.82104e-05,8.82102e-05,2.16008e-211,8.82104e-05,8.82102e-05,2.16008e-211,8.82104e-05,8.82102e-05,2.16008e-211,8.82104e-05,8.82102e-05,2.16008e-211
-0.0652722,-0.0652722,0.131,,8.82101e-05,8.82099e-05,2.16008e-211,8.82101e-05,8.82099e-05,2.16008e-211,8.82101e-05,8.82099e-05,2.16008e-211,8.82101e-05,8.82099e-05,2.16008e-211
-0.0657722,-0.0657722,0.132,,8.82097e-05,8.82097e-05,2.16007e-211,8.82097e-05,8.82097e-05,2.16007e-211,8.82097e-05,8.82097e-05,2.16007e-211,8.82097e-05,8.82097e-05,2.16007e-211
-0.0662722,-0.0662722,0.133,,8.82094e-05,8.82094e-05,2.16007e-211,8.82094e-05,8.82094e-05,2.16007e-211,8.82094e-05,8.82094e-05,2.16007e-211,8.82094e-05,8.82094e-05,2.16007e-211
-0.0667722,-0.0667722,0.134,,8.82093e-05,8.82091e-05,2.16007e-211,8.82093e-05,8.82091e-05,2.16007e-211,8.82093e-05,8.82091e-05,2.16007e-211,8.82093e-05,8.82091e-05,2.16007e-211
-0.0672722,-0.0672722,0.135,,8.82091e-05,8.82089e-05,2.16006e-211,8.82091e-05,8.82089e-05,2.16006e-211,8.82091e-05,8.82089e-05,2.16006e-211,8.82091e-05,8.82089e-05,2.16006e-211
-0.0677722,-0.0677722,0.136,,8.82088e-05,8.82087e-05,2.16006e-211,8.82088e-05,8.82087e-05,2.16006e-211,8.82088e-05,8.82087e-05,2.16006e-211,8.82088e-05,8.82087e-05,2.16006e-211
-0.0682722,-0.0682722,0.137,,8.82086e-05,8.82086e-05,2.16006e-211,8.82086e-05,8.82086e-05,2.16006e-211,8.82086e-05,8.82086e-05,2.16006e-211,8.82086e-05,8.82086e-05,2.16006e-211
-0.0687722,-0.0687722,0.138,,8.82084e-05,8.82084e-05,2.16006e-211,8.82084e-05,8.82084e-05,2.16006e-211,8.82084e-05,8.82084e-05,2.16006e-211,8.82084e-05,8.82084e-05,2.16006e-211
-0.0692722,-0.0692722,0.139,,8.82083e-05,8.82083e-05,2.16005e-211,8.82083e-05,8.82083e-05,2.16005e-211,8.82083e-05,8.82083e-05,2.16005e-211,8.82083e-05,8.82083e-05,2.16005e-211
-0.0697722,-0.0697722,0.14,,8.82081e-05,8.82082e-05,2.16005e-211,8.82081e-05,8.82082e-05,2.16005e-211,8.82081e-05,8.82082e-05,2.16005e-211,8.82081e-05,8.82082e-05,2.16005e-211
-0.0702722,-0.0702722,0.141,,8.82079e-05,8.82081e-05,2.16005e-211,8.82079e-05,8.82081e-05,2.16005e-211,8.82079e-05,8.82081e-05,2.16005e-211,8.82079e-05,8.82081e-05,2.16005e-211
-0.0707722,-0.0707722,0.142,,8.82078e-05,8.8208e-05,2.16005e-211,8.82078e-05,8.8208e-05,2.16005e-211,8.82078e-05,8.8208e-05,2.16005e-211,8.82078e-05,8.8208e-05,2.16005e-211
-0.0712722,-0.0712722,0.143,,8.82077e-05,8.82079e-05,2.16005e-211,8.82077e-05,8.82079e-05,2.16005e-211,8.82077e-05,8.82079e-05,2.16005e-211,8.82077e-05,8.82079e-05,2.16005e-211
-0.0717722,-0.0717722,0.144,,8.82076e-05,8.82078e-05,2.16005e-211,8.82076e-05,8.82078e-05,2.16005e-211,8.82076e-05,8.82078e-05,2.16005e-211,8.82076e-05,8.82078e-05,2.16005e-211
-0.0722722,-0.0722722,0.145,,8.82075e-05,8.82077e-05,2.16004e-211,8.82075e-05,8.82077e-05,2.16004e-211,8.82075e-05,8.82077e-05,2.16004e-211,8.82075e-05,8.82077e-05,2.16004e-211
-0.0727722,-0.0727722,0.146,,8.82074e-05,8.82077e-05,2.16004e-211,8.82074e-05,8.82077e-05,2.16004e-211,8.82074e-05,8.82077e-05,2.16004e-211,8.82074e-05,8.82077e-05,2.16004e-211
-0.0732722,-0.0732722,0.147,,8.82073e-05,8.82076e-05,2.16004e-211,8.82073e-05,8.82076e-05,2.16004e-211,8.82073e-05,8.82076e-05,2.16004e-211,8.82073e-05,8.82076e-05,2.16004e-211
-0.0737722,-0.0737722,0.148,,8.82072e-05,8.82075e-05,2.16004e-211,8.82072e-05,8.82075e-05,2.16004e-211,8.82072e-05,8.82075e-05,2.16004e-211,8.82072e-05,8.82075e-05,2.16004e-211
-0.0742722,-0.0742722,0.149,,8.82071e-05,8.82075e-05,2.16004e-211,8.82071e-05,8.82075e-05,2.16004e-211,8.82071e-05,8.82075e-05,2.16004e-211,8.82071e-05,8.82075e-05,2.16004e-211
-0.0747722,-0.0747722,0.15,,8.82071e-05,8.82074e-05,2.16004e-211,8.82071e-05,8.82074e-05,2.16004e-211,8.82071e-05,8.82074e-05,2.16004e-211,8.82071e-05,8.82074e-05,2.16004e-211
-0.0752722,-0.0752722,0.151,,8.8207e-05,8.82074e-05,2.16004e-211,8.8207e-05,8.82074e-05,2.16004e-211,8.8207e-05,8.82074e-05,2.16004e-211,8.8207e-05,8.82074e-05,2.16004e-211
-0.0757722,-0.0757722,0.152,,8.8207e-05,8.82073e-05,2.16004e-211,8.8207e-05,8.82073e-05,2.16004e-211,8.8207e-05,8.82073e-05,2.16004e-211,8.8207e-05,8.82073e-05,2.16004e-211
-0.0762722,-0.0762722,0.153,,8.82069e-05,8.82073e-05,2.16004e-211,8.82069e-05,8.82073e-05,2.16004e-211,8.82069e-05,8.82073e-05,2.16004e-211,8.82069e-05,8.82073e-05,2.16004e-211
-0.0767722,-0.0767722,0.154,,8.82069e-05,8.82072e-05,2.16004e-211,8.82069e-05,8.82072e-05,2.16004e-211,8.82069e-05,8.82072e-05,2.16004e-211,8.82069e-05,8.82072e-05,2.16004e-211
-0.0772722,-0.0772722,0.155,,8.82069e-05,8.82072e-05,2.16004e-211,8.82069e-05,8.82072e-05,2.16004e-211,8.82069e-05,8.82072e-05,2.16004e-211,8.82069e-05,8.82072e-05,2.16004e-211
-0.0777722,-0.0777722,0.156,,8.82069e-05,8.82071e-05,2.16004e-211,8.82069e-05,8.82071e-05,2.16004e-211,8.82069e-05,8.82071e-05,2.16004e-211,8.82069e-05,8.82071e-05,2.16004e-211
-0.0782722,-0.0782722,0.157,,8.82068e-05,8.82071e-05,2.16004e-211,8.82068e-05,8.82071e-05,2.16004e-211,8.82068e-05,8.82071e-05,2.16004e-211,8.82068e-05,8.82071e-05,2.16004e-211
-0.0787722,-0.0787722,0.158,,8.82068e-05,8.82071e-05,2.16004e-211,8.82068e-05,8.82071e-05,2.16004e-211,8.82068e-05,8.82071e-05,2.16004e-211,8.82068e-05,8.82071e-05,2.16004e-211
-0.0792722,-0.0792722,0.159,,8.82068e-05,8.8207e-05,2.16003e-211,8.82068e-05,8.8207e-05,2.16003e-211,8.82068e-05,8.8207e-05,2.16003e-211,8.82068e-05,8.8207e-05,2.16003e-211
-0.0797722,-0.0797722,0.16,,8.82068e-05,8.8207e-05,2.16003e-211,8.82068e-05,8.8207e-05,2.16003e-211,8.82068e-05,8.8207e-05,2.16003e-211,8.82068e-05,8.8207e-05,2.16003e-211
-0.0802722,-0.0802722,0.161,,8.82067e-05,8.8207e-05,2.16003e-211,8.82067e-05,8.8207e-05,2.16003e-211,8.82067e-05,8.8207e-05,2.16003e-211,8.82067e-05,8.8207e-05,2.16003e-211
-0.0807722,-0.0807722,0.162,,8.82067e-05,8.8207e-05,2.16003e-211,8.82067e-05,8.8207e-05,2.16003e-211,8.82067e-05,8.8207e-05,2.16003e-211,8.82067e-05,8.8207e-05,2.16003e-211
-0.0812722,-0.0812722,0.163,,8.82067e-05,8.82069e-05,2.16003e-211,8.82067e-05,8.82069e-05,2.16003e-211,8.82067e-05,8.82069e-05,2.16003e-211,8.82067e-05,8.82069e-05,2.16003e-211
-0.0817722,-0.0817722,0.164,,8.82067e-05,8.82069e-05,2.16003e-211,8.82067e-05,8.82069e-05,2.16003e-211,8.82067e-05,8.82069e-05,2.16003e-211,8.82067e-05,8.82069e-05,2.16003e-211
-0.0822722,-0.0822722,0.165,,8.82067e-05,8.82069e-05,2.16003e-211,8.82067e-05,8.82069e-05,2.16003e-211,8.82067e-05,8.82069e-05,2.16003e-211,8.82067e-05,8.82069e-05,2.16003e-211
-0.0827722,-0.0827722,0.166,,8.82067e-05,8.82069e-05,2.16003e-211,8.82067e-05,8.82069e-05,2.16003e-211,8.82067e-05,8.82069e-05,2.16003e-211,8.82067e-05,8.82069e-05,2.16003e-211
-0.0832722,-0.0832722,0.167,,8.82067e-05,8.82069e-05,2.16003e-211,8.82067e-05,8.82069e-05,2.16003e-211,8.82067e-05,8.82069e-05,2.16003e-211,8.82067e-05,8.82069e-05,2.16003e-211
-0.0837722,-0.0837722,0.168,,8.82066e-05,8.82069e-05,2.16003e-211,8.82066e-05,8.82069e-05,2.16003e-211,8.82066e-05,8.82069e-05,2.16003e-211,8.82066e-05,8.82069e-05,2.16003e-211
-0.0842722,-0.0842722,0.169,,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211
-0.0847722,-0.0847722,0.17,,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211
-0.0852722,-0.0852722,0.171,,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211
-0.0857722,-0.0857722,0.172,,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211
-0.0862722,-0.0862722,0.173,,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211
-0.0867722,-0.0867722,0.174,,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211
-0.0872722,-0.0872722,0.175,,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211
-0.0877722,-0.0877722,0.176,,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211
-0.0882722,-0.0882722,0.177,,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211
-0.0887722,-0.0887722,0.178,,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211
-0.0892722,-0.0892722,0.179,,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211
-0.0897722,-0.0897722,0.18,,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211
-0.0902722,-0.0902722,0.181,,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211
-0.0907722,-0.0907722,0.182,,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211
-0.0912722,-0.0912722,0.183,,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211
-0.0917722,-0.0917722,0.184,,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211
-0.0922722,-0.0922722,0.185,,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211,8.82066e-05,8.82068e-05,2.16003e-211
-0.0927722,-0.0927722,0.186,,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211
-0.0932722,-0.0932722,0.187,,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211
-0.0937722,-0.0937722,0.188,,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211
-0.0942722,-0.0942722,0.189,,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211
-0.0947722,-0.0947722,0.19,,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211
-0.0952722,-0.0952722,0.191,,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211
-0.0957722,-0.0957722,0.192,,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211
-0.0962722,-0.0962722,0.193,,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211
-0.0967722,-0.0967722,0.194,,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211
-0.0972722,-0.0972722,0.195,,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211
-0.0977722,-0.0977722,0.196,,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211
-0.0982722,-0.0982722,0.197,,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211
-0.0987722,-0.0987722,0.198,,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211
-0.0992722,-0.0992722,0.199,,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211
-0.0997722,-0.0997722,0.2,,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211,8.82066e-05,8.82067e-05,2.16003e-211
