e11,e22,e33,rhosat0,rhosat1,rhosat2,rhosat3,rhosat4,rhosat5,rhosat6,rhosat7,rhosat8,rhosat9,rhosat10,rhosat11,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.000488582,-0.000488582,0.0010001,0,0,0,0,0,0,0,0,0,0,0,0
-0.000979607,-0.000979607,0.002,0,0,0,0,0,0,0,0,0,0,0,0
-0.00147077,-0.00147077,0.0030001,0,0,0,0,0,0,0,0,0,0,0,0
-0.00196197,-0.00196197,0.0040001,0,0,0,0,0,0,0,0,0,0,0,0
-0.00245321,-0.00245321,0.005,0,0,0,0,0,0,0,0,0,0,0,0
-0.00294463,-0.00294463,0.006,0,0,0,0,0,0,0,0,0,0,0,0
-0.00343619,-0.00343619,0.007,0,0,0,0,0,0,0,0,0,0,0,0
-0.00392792,-0.00392792,0.008,0,0,0,0,0,0,0,0,0,0,0,0
-0.00441983,-0.00441983,0.009,0,0,0,0,0,0,0,0,0,0,0,0
-0.00491199,-0.00491199,0.0100001,0,0,0,0,0,0,0,0,0,0,0,0
-0.00540432,-0.00540432,0.0110001,0,0,0,0,0,0,0,0,0,0,0,0
-0.00589688,-0.00589688,0.0120001,0,0,0,0,0,0,0,0,0,0,0,0
-0.00638968,-0.00638968,0.0130001,0,0,0,0,0,0,0,0,0,0,0,0
-0.00688274,-0.00688274,0.0140001,0,0,0,0,0,0,0,0,0,0,0,0
-0.00737606,-0.00737606,0.0150001,0,0,0,0,0,0,0,0,0,0,0,0
-0.00786964,-0.00786964,0.0160001,0,0,0,0,0,0,0,0,0,0,0,0
-0.0083635,-0.0083635,0.0170001,0,0,0,0,0,0,0,0,0,0,0,0
-0.00885763,-0.00885763,0.0180001,0,0,0,0,0,0,0,0,0,0,0,0
-0.00935203,-0.00935203,0.0190001,0,0,0,0,0,0,0,0,0,0,0,0
-0.00984671,-0.00984671,0.0200001,0,0,0,0,0,0,0,0,0,0,0,0
-0.0103417,-0.0103417,0.0210001,0,0,0,0,0,0,0,0,0,0,0,0
-0.0108369,-0.0108369,0.0220001,0,0,0,0,0,0,0,0,0,0,0,0
-0.0113324,-0.0113324,0.0230001,0,0,0,0,0,0,0,0,0,0,0,0
-0.0118281,-0.0118281,0.0240001,0,0,0,0,0,0,0,0,0,0,0,0
-0.0123241,-0.0123241,0.0250001,0,0,0,0,0,0,0,0,0,0,0,0
-0.0128203,-0.0128203,0.0260001,0,0,0,0,0,0,0,0,0,0,0,0
-0.0133168,-0.0133168,0.0270001,0,0,0,0,0,0,0,0,0,0,0,0
-0.0138135,-0.0138135,0.0280001,0,0,0,0,0,0,0,0,0,0,0,0
-0.0143104,-0.0143104,0.0290001,0,0,0,0,0,0,0,0,0,0,0,0
-0.0148075,-0.0148075,0.0300001,0,0,0,0,0,0,0,0,0,0,0,0
-0.0153048,-0.0153048,0.0310001,0,0,0,0,0,0,0,0,0,0,0,0
-0.0158023,-0.0158023,0.0320001,0,0,0,0,0,0,0,0,0,0,0,0
-0.0162999,-0.0162999,0.0330001,0,0,0,0,0,0,0,0,0,0,0,0
-0.0167978,-0.0167978,0.0340001,0,0,0,0,0,0,0,0,0,0,0,0
-0.0172958,-0.0172958,0.0350001,0,0,0,0,0,0,0,0,0,0,0,0
-0.0177938,-0.0177938,0.036,0,0,0,0,0,0,0,0,0,0,0,0
-0.0182921,-0.0182921,0.037,0,0,0,0,0,0,0,0,0,0,0,0
-0.0187905,-0.0187905,0.038,0,0,0,0,0,0,0,0,0,0,0,0
-0.019289,-0.019289,0.039,0,0,0,0,0,0,0,0,0,0,0,0
-0.0197877,-0.0197877,0.04,0,0,0,0,0,0,0,0,0,0,0,0
-0.0202864,-0.0202864,0.041,0,0,0,0,0,0,0,0,0,0,0,0
-0.0207853,-0.0207853,0.042,0,0,0,0,0,0,0,0,0,0,0,0
-0.0212842,-0.0212842,0.043,0,0,0,0,0,0,0,0,0,0,0,0
-0.0217832,-0.0217832,0.044,0,0,0,0,0,0,0,0,0,0,0,0
-0.0222823,-0.0222823,0.045,0,0,0,0,0,0,0,0,0,0,0,0
-0.0227815,-0.0227815,0.046,0,0,0,0,0,0,0,0,0,0,0,0
-0.0232807,-0.0232807,0.047,0,0,0,0,0,0,0,0,0,0,0,0
-0.02378,-0.02378,0.048,0,0,0,0,0,0,0,0,0,0,0,0
-0.0242794,-0.0242794,0.049,0,0,0,0,0,0,0,0,0,0,0,0
-0.0247788,-0.0247788,0.05,0,0,0,0,0,0,0,0,0,0,0,0
-0.0252782,-0.0252782,0.051,0,0,0,0,0,0,0,0,0,0,0,0
-0.0257777,-0.0257777,0.052,0,0,0,0,0,0,0,0,0,0,0,0
-0.0262772,-0.0262772,0.053,0,0,0,0,0,0,0,0,0,0,0,0
-0.0267768,-0.0267768,0.054,0,0,0,0,0,0,0,0,0,0,0,0
-0.0272764,-0.0272764,0.055,0,0,0,0,0,0,0,0,0,0,0,0
-0.0277761,-0.0277761,0.056,0,0,0,0,0,0,0,0,0,0,0,0
-0.0282758,-0.0282758,0.057,0,0,0,0,0,0,0,0,0,0,0,0
-0.0287755,-0.0287755,0.058,0,0,0,0,0,0,0,0,0,0,0,0
-0.0292752,-0.0292752,0.059,0,0,0,0,0,0,0,0,0,0,0,0
-0.0297749,-0.0297749,0.06,0,0,0,0,0,0,0,0,0,0,0,0
-0.0302747,-0.0302747,0.061,0,0,0,0,0,0,0,0,0,0,0,0
-0.0307745,-0.0307745,0.062,0,0,0,0,0,0,0,0,0,0,0,0
