time,e11,e22,e33,tw0,tr0,tw1,tr1,tw2,tr2,tw3,tr3,tw4,tr4,tw5,tr5,tw6,tr6,tw7,tr7,tw8,tr8,tw9,tr9,tw10,tr10,tw11,tr11,
370000,-0.0182921,-0.0182921,0.037,0.000320221,5.31155e-08,0.000320221,5.31155e-08,1.40359e+203,0,0.000320221,5.31155e-08,0.000320221,5.31155e-08,1.40359e+203,0,0.000320221,5.31155e-08,0.000320221,5.31155e-08,1.40359e+203,0,0.000320221,5.31155e-08,0.000320221,5.31155e-08,1.40359e+203,0
380000,-0.0187905,-0.0187905,0.038,0.00032217,5.27275e-08,0.00032217,5.27275e-08,1.40359e+203,0,0.00032217,5.27275e-08,0.00032217,5.27275e-08,1.40359e+203,0,0.00032217,5.27275e-08,0.00032217,5.27275e-08,1.40359e+203,0,0.00032217,5.27275e-08,0.00032217,5.27275e-08,1.40359e+203,0
390000,-0.019289,-0.019289,0.039,0.000323961,5.2374e-08,0.000323961,5.2374e-08,1.40359e+203,0,0.000323961,5.2374e-08,0.000323961,5.2374e-08,1.40359e+203,0,0.000323961,5.2374e-08,0.000323961,5.2374e-08,1.40359e+203,0,0.000323961,5.2374e-08,0.000323961,5.2374e-08,1.40359e+203,0
400000,-0.0197877,-0.0197877,0.04,0.000325606,5.20518e-08,0.000325606,5.20518e-08,1.40359e+203,0,0.000325606,5.20518e-08,0.000325606,5.20518e-08,1.40359e+203,0,0.000325606,5.20518e-08,0.000325606,5.20518e-08,1.40359e+203,0,0.000325606,5.20518e-08,0.000325606,5.20518e-08,1.40359e+203,0
410000,-0.0202864,-0.0202864,0.041,0.000327116,5.17579e-08,0.000327116,5.17579e-08,1.40359e+203,0,0.000327116,5.17579e-08,0.000327116,5.17579e-08,1.40359e+203,0,0.000327116,5.17579e-08,0.000327116,5.17579e-08,1.40359e+203,0,0.000327116,5.17579e-08,0.000327116,5.17579e-08,1.40359e+203,0
420000,-0.0207853,-0.0207853,0.042,0.000328502,5.14898e-08,0.000328502,5.14898e-08,1.40359e+203,0,0.000328502,5.14898e-08,0.000328502,5.14898e-08,1.40359e+203,0,0.000328502,5.14898e-08,0.000328502,5.14898e-08,1.40359e+203,0,0.000328502,5.14898e-08,0.000328502,5.14898e-08,1.40359e+203,0
430000,-0.0212842,-0.0212842,0.043,0.000329774,5.12452e-08,0.000329774,5.12452e-08,1.40359e+203,0,0.000329774,5.12452e-08,0.000329774,5.12452e-08,1.40359e+203,0,0.000329774,5.12452e-08,0.000329774,5.12452e-08,1.40359e+203,0,0.000329774,5.12452e-08,0.000329774,5.12452e-08,1.40359e+203,0
440000,-0.0217832,-0.0217832,0.044,0.000330941,5.1022e-08,0.000330941,5.1022e-08,1.40359e+203,0,0.000330941,5.1022e-08,0.000330941,5.1022e-08,1.40359e+203,0,0.000330941,5.1022e-08,0.000330941,5.1022e-08,1.40359e+203,0,0.000330941,5.1022e-08,0.000330941,5.1022e-08,1.40359e+203,0
450000,-0.0222823,-0.0222823,0.045,0.000332012,5.08182e-08,0.000332012,5.08182e-08,1.40359e+203,0,0.000332012,5.08182e-08,0.000332012,5.08182e-08,1.40359e+203,0,0.000332012,5.08182e-08,0.000332012,5.08182e-08,1.40359e+203,0,0.000332012,5.08182e-08,0.000332012,5.08182e-08,1.40359e+203,0
460000,-0.0227815,-0.0227815,0.046,0.000332993,5.06321e-08,0.000332993,5.06321e-08,1.40359e+203,0,0.000332993,5.06321e-08,0.000332993,5.06321e-08,1.40359e+203,0,0.000332993,5.06321e-08,0.000332993,5.06321e-08,1.40359e+203,0,0.000332993,5.06321e-08,0.000332993,5.06321e-08,1.40359e+203,0
470000,-0.0232807,-0.0232807,0.047,0.000333893,5.04622e-08,0.000333893,5.04622e-08,1.40359e+203,0,0.000333893,5.04622e-08,0.000333893,5.04622e-08,1.40359e+203,0,0.000333893,5.04622e-08,0.000333893,5.04622e-08,1.40359e+203,0,0.000333893,5.04622e-08,0.000333893,5.04622e-08,1.40359e+203,0
480000,-0.02378,-0.02378,0.048,0.000334717,5.0307e-08,0.000334717,5.0307e-08,1.40359e+203,0,0.000334717,5.0307e-08,0.000334717,5.0307e-08,1.40359e+203,0,0.000334717,5.0307e-08,0.000334717,5.0307e-08,1.40359e+203,0,0.000334717,5.0307e-08,0.000334717,5.0307e-08,1.40359e+203,0
490000,-0.0242794,-0.0242794,0.049,0.000335473,5.01652e-08,0.000335473,5.01652e-08,1.40359e+203,0,0.000335473,5.01652e-08,0.000335473,5.01652e-08,1.40359e+203,0,0.000335473,5.01652e-08,0.000335473,5.01652e-08,1.40359e+203,0,0.000335473,5.01652e-08,0.000335473,5.01652e-08,1.40359e+203,0
